scheduled,scheduledMinutes,lateCount,actual,actualMinutes,group0,group1,group2,date,sickCallout,noShow
1.0,300.0,0.0,1.0,253.0,13214537,13208371,13216464,2023-07-03,,
1.0,390.0,0.0,1.0,393.0,13221174,13207018,13221140,2023-07-03,,
1.0,300.0,0.0,1.0,302.0,13214601,13208369,13207005,2023-07-03,,
1.0,435.0,0.0,1.0,419.0,13214615,13208373,13207005,2023-07-03,,
1.0,540.0,0.0,1.0,505.0,13508531,13216749,13207005,2023-07-03,,
1.0,360.0,0.0,1.0,361.0,13226975,13216749,13207005,2023-07-03,,
1.0,360.0,0.0,1.0,345.0,13542110,13216732,13207005,2023-07-03,,
1.0,460.0,0.0,1.0,431.0,13214527,13216744,13207005,2023-07-03,,
1.0,435.0,0.0,1.0,455.0,13214546,13208374,13207005,2023-07-03,,
1.0,390.0,0.0,1.0,408.0,13215753,13216738,13207005,2023-07-03,,
1.0,480.0,0.0,1.0,489.0,13214556,13208376,13207005,2023-07-03,,
1.0,285.0,0.0,1.0,316.0,13214578,13208369,13207005,2023-07-03,,
1.0,360.0,0.0,1.0,345.0,13217167,13216739,13207004,2023-07-03,,
1.0,330.0,0.0,1.0,311.0,13214561,13208377,13207005,2023-07-03,,
1.0,390.0,0.0,1.0,396.0,13214541,13208372,13207005,2023-07-03,,
1.0,420.0,0.0,1.0,420.0,13214575,13208376,13207005,2023-07-03,,
1.0,345.0,0.0,1.0,345.0,13849747,13208368,13207005,2023-07-03,,
1.0,300.0,0.0,1.0,331.0,13849818,13208375,13207005,2023-07-03,,
1.0,240.0,0.0,1.0,166.0,13226587,13216742,13207005,2023-07-03,,
1.0,330.0,1.0,1.0,260.0,13949982,13208371,13207005,2023-07-03,,
1.0,300.0,,,,13916295,13208370,13207005,2023-07-03,,
,,0.0,1.0,270.0,13221176,13208370,13207005,2023-07-04,,
1.0,480.0,0.0,1.0,497.0,13214552,13208375,13207005,2023-07-04,,
1.0,435.0,0.0,1.0,293.0,13214543,13208373,13207005,2023-07-04,,
1.0,510.0,0.0,1.0,486.0,13221154,13216738,13207005,2023-07-04,,
1.0,480.0,0.0,1.0,509.0,13215753,13208377,13207005,2023-07-04,,
1.0,300.0,0.0,1.0,304.0,13214601,13208369,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,364.0,13214540,13208372,13207005,2023-07-04,,
1.0,270.0,0.0,1.0,269.0,13218832,13216732,13207005,2023-07-04,,
1.0,480.0,0.0,1.0,300.0,13214537,13208371,13216464,2023-07-04,,
1.0,420.0,0.0,1.0,417.0,13462001,13208370,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,397.0,13214575,13208376,13207005,2023-07-04,,
1.0,675.0,1.0,1.0,659.0,13217167,13216739,13207004,2023-07-04,,
1.0,330.0,0.0,1.0,316.0,13221171,13216742,13216464,2023-07-04,,
1.0,300.0,0.0,1.0,304.0,13214545,13208374,13207005,2023-07-04,,
1.0,150.0,0.0,1.0,147.0,13214527,13216744,13207005,2023-07-04,,
1.0,420.0,1.0,1.0,376.0,13221161,13216749,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,378.0,13214535,13208371,13207005,2023-07-04,,
1.0,420.0,0.0,1.0,418.0,13221174,13207018,13221140,2023-07-04,,
1.0,360.0,0.0,1.0,378.0,13815838,13216744,13207005,2023-07-04,,
1.0,390.0,0.0,1.0,397.0,13324715,13208372,13207005,2023-07-04,,
1.0,300.0,0.0,1.0,302.0,13415052,13208369,13207005,2023-07-04,,
1.0,510.0,0.0,1.0,501.0,13214562,13208377,13207005,2023-07-04,,
1.0,375.0,0.0,1.0,361.0,13214527,13208368,13207005,2023-07-04,,
1.0,420.0,0.0,1.0,1858.0,13214591,13208373,13207005,2023-07-04,,
1.0,390.0,0.0,1.0,400.0,13218801,13216732,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,367.0,13508531,13216749,13207005,2023-07-04,,
1.0,390.0,0.0,1.0,422.0,13214538,13208371,13207005,2023-07-04,,
1.0,315.0,0.0,1.0,325.0,13214546,13208374,13207005,2023-07-04,,
1.0,390.0,0.0,1.0,396.0,13324714,13216738,13207005,2023-07-04,,
1.0,240.0,0.0,1.0,273.0,13413116,13216739,13207005,2023-07-04,,
1.0,330.0,0.0,1.0,300.0,13895951,13208369,13207005,2023-07-04,,
1.0,300.0,0.0,1.0,257.0,13218981,13216742,13207005,2023-07-04,,
1.0,390.0,0.0,1.0,380.0,13539262,13208372,13207005,2023-07-04,,
1.0,420.0,0.0,1.0,437.0,13214557,13208376,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,381.0,13849818,13208375,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,380.0,13335338,13216749,13207005,2023-07-04,,
1.0,360.0,0.0,1.0,371.0,13214556,13208376,13207005,2023-07-04,,
1.0,480.0,,,,13221166,13208378,13207004,2023-07-04,,
1.0,390.0,,,,13849747,13208368,13207005,2023-07-04,,
1.0,480.0,0.0,1.0,684.0,13221166,13208378,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,519.0,13221178,13207018,13221142,2023-07-05,,
1.0,520.0,0.0,1.0,561.0,13214588,13216749,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,491.0,13221156,13208378,13221141,2023-07-05,,
1.0,480.0,0.0,1.0,524.0,13221162,13208378,13221141,2023-07-05,,
1.0,480.0,0.0,1.0,480.0,13221170,13208378,13221141,2023-07-05,,
1.0,600.0,1.0,1.0,572.0,13221159,13207018,13216152,2023-07-05,,
1.0,480.0,0.0,1.0,562.0,13221151,13208378,13221141,2023-07-05,,
1.0,510.0,0.0,1.0,497.0,13221153,13216744,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,481.0,13215754,13208377,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,484.0,13221155,13208373,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,485.0,13216822,13208372,13216152,2023-07-05,,
1.0,480.0,0.0,1.0,480.0,13221181,13207018,13216152,2023-07-05,,
1.0,180.0,0.0,1.0,179.0,13214612,13216738,13207004,2023-07-05,,
1.0,480.0,1.0,1.0,470.0,13356267,13208378,13221141,2023-07-05,,
1.0,540.0,1.0,1.0,562.0,13214565,13208368,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,511.0,13214572,13208371,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,494.0,13214552,13208375,13207005,2023-07-05,,
1.0,480.0,0.0,1.0,491.0,13214529,13208374,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,518.0,13221164,13216742,13207004,2023-07-05,,
1.0,480.0,0.0,1.0,488.0,13221152,13208378,13221141,2023-07-05,,
1.0,480.0,0.0,1.0,486.0,13217167,13216739,13207004,2023-07-05,,
1.0,270.0,0.0,1.0,283.0,13849746,13216732,13207005,2023-07-05,,
1.0,420.0,0.0,1.0,442.0,13214539,13208372,13207005,2023-07-05,,
1.0,480.0,0.0,1.0,328.0,13951759,13208378,13221141,2023-07-05,,
1.0,480.0,1.0,1.0,401.0,13221169,13207018,13221139,2023-07-05,,
1.0,510.0,0.0,1.0,484.0,13221154,13216738,13207005,2023-07-05,,
1.0,240.0,0.0,1.0,250.0,13542110,13208369,13207005,2023-07-05,,
,,0.0,1.0,360.0,14911723,13208370,13207005,2023-07-05,,
1.0,480.0,0.0,1.0,523.0,13214556,13208376,13207005,2023-07-05,,
1.0,480.0,1.0,1.0,402.0,13221174,13207018,13221140,2023-07-05,,
1.0,450.0,0.0,1.0,461.0,13214522,13208368,13216464,2023-07-05,,
1.0,360.0,1.0,1.0,352.0,13221176,13208370,13207005,2023-07-05,,
1.0,510.0,1.0,1.0,1345.0,13216802,13208370,13207004,2023-07-05,,
1.0,630.0,0.0,1.0,686.0,13221157,13208375,13207004,2023-07-05,,
1.0,300.0,0.0,1.0,306.0,13415052,13208369,13207005,2023-07-05,,
1.0,390.0,0.0,1.0,394.0,13324715,13208372,13207005,2023-07-05,,
1.0,480.0,0.0,1.0,475.0,13221171,13216742,13216464,2023-07-05,,
1.0,1080.0,1.0,1.0,347.0,13214614,13208368,13207005,2023-07-05,,
1.0,240.0,0.0,1.0,246.0,13214586,13216744,13207005,2023-07-05,,
1.0,360.0,0.0,1.0,373.0,13221161,13216749,13207005,2023-07-05,,
1.0,390.0,1.0,1.0,340.0,13542110,13216732,13207005,2023-07-05,,
1.0,390.0,0.0,1.0,400.0,13324714,13216738,13207005,2023-07-05,,
1.0,435.0,0.0,1.0,436.0,13214545,13208374,13207005,2023-07-05,,
1.0,300.0,0.0,1.0,300.0,13214578,13208369,13207005,2023-07-05,,
1.0,360.0,0.0,1.0,360.0,13218870,13216739,13207005,2023-07-05,,
1.0,360.0,0.0,1.0,324.0,13214538,13208371,13207005,2023-07-05,,
1.0,390.0,0.0,1.0,383.0,13539262,13208372,13207005,2023-07-05,,
1.0,330.0,0.0,1.0,322.0,13214561,13208377,13207005,2023-07-05,,
1.0,300.0,0.0,1.0,326.0,13462001,13208370,13207005,2023-07-05,,
1.0,255.0,0.0,1.0,240.0,13214615,13208373,13207005,2023-07-05,,
1.0,360.0,1.0,1.0,395.0,14068366,13208375,13207005,2023-07-05,,
1.0,330.0,0.0,1.0,310.0,13214527,13216744,13207005,2023-07-05,,
1.0,315.0,0.0,1.0,311.0,13214574,13208368,13207005,2023-07-05,,
1.0,360.0,0.0,1.0,384.0,13214557,13208376,13207005,2023-07-05,,
1.0,360.0,0.0,1.0,375.0,13226975,13216749,13207005,2023-07-05,,
1.0,300.0,0.0,1.0,285.0,13508531,13208376,13207005,2023-07-05,,
,,,,,13214599,13208377,13207005,2023-07-05,1.0,
1.0,300.0,,,,13214582,13208371,13207005,2023-07-05,,
1.0,480.0,0.0,1.0,479.0,13221166,13208378,13207004,2023-07-06,,
1.0,375.0,0.0,1.0,451.0,13221157,13208376,13207004,2023-07-06,,
1.0,480.0,0.0,1.0,482.0,13221162,13208378,13221141,2023-07-06,,
1.0,480.0,0.0,1.0,107.0,13221170,13208378,13221141,2023-07-06,,
1.0,495.0,0.0,1.0,488.0,13214588,13216749,13207004,2023-07-06,,
1.0,480.0,1.0,1.0,435.0,13221178,13207018,13221142,2023-07-06,,
1.0,510.0,0.0,1.0,510.0,13221169,13207018,13221139,2023-07-06,,
1.0,480.0,0.0,1.0,495.0,13221181,13207018,13216152,2023-07-06,,
1.0,510.0,0.0,1.0,523.0,13221153,13216744,13207004,2023-07-06,,
1.0,540.0,0.0,1.0,566.0,13221156,13208378,13221141,2023-07-06,,
1.0,540.0,0.0,1.0,564.0,13214565,13208368,13207004,2023-07-06,,
1.0,480.0,0.0,1.0,494.0,13215754,13208377,13207004,2023-07-06,,
1.0,540.0,0.0,1.0,277.0,13508655,13208378,13221141,2023-07-06,,
1.0,480.0,0.0,1.0,485.0,13214529,13208374,13207004,2023-07-06,,
1.0,600.0,1.0,1.0,553.0,13221159,13207018,13216152,2023-07-06,,
1.0,480.0,1.0,1.0,464.0,13356267,13208378,13221141,2023-07-06,,
1.0,390.0,0.0,1.0,400.0,13214572,13208371,13207004,2023-07-06,,
1.0,480.0,0.0,1.0,460.0,13214575,13208375,13207005,2023-07-06,,
1.0,510.0,0.0,1.0,709.0,13216802,13208370,13207004,2023-07-06,,
1.0,480.0,0.0,1.0,458.0,13217167,13216739,13207004,2023-07-06,,
1.0,435.0,0.0,1.0,438.0,13214543,13208373,13207005,2023-07-06,,
1.0,480.0,0.0,1.0,423.0,13221152,13208378,13221141,2023-07-06,,
1.0,420.0,0.0,1.0,440.0,13214539,13208372,13207005,2023-07-06,,
1.0,420.0,0.0,1.0,427.0,13214540,13208372,13207005,2023-07-06,,
1.0,480.0,0.0,1.0,485.0,13221174,13207018,13221140,2023-07-06,,
1.0,510.0,0.0,1.0,483.0,13221154,13216738,13207005,2023-07-06,,
1.0,300.0,0.0,1.0,306.0,13214528,13216732,13207004,2023-07-06,,
1.0,300.0,0.0,1.0,293.0,13895951,13208369,13207005,2023-07-06,,
1.0,360.0,0.0,1.0,364.0,13214612,13216738,13207004,2023-07-06,,
,,0.0,1.0,360.0,14919218,13208370,13207005,2023-07-06,,
1.0,450.0,0.0,1.0,403.0,13815384,13208368,13207005,2023-07-06,,
1.0,390.0,0.0,1.0,400.0,13214545,13208374,13207005,2023-07-06,,
1.0,270.0,0.0,1.0,216.0,13218981,13216742,13207005,2023-07-06,,
1.0,360.0,0.0,1.0,486.0,13221176,13208370,13207005,2023-07-06,,
1.0,480.0,1.0,1.0,426.0,13214562,13208377,13207005,2023-07-06,,
1.0,240.0,0.0,1.0,243.0,13949982,13208371,13207005,2023-07-06,,
1.0,300.0,0.0,1.0,300.0,13214601,13208369,13207005,2023-07-06,,
1.0,480.0,0.0,1.0,460.0,13221171,13216742,13216464,2023-07-06,,
1.0,435.0,1.0,1.0,423.0,13221155,13208373,13207004,2023-07-06,,
1.0,480.0,0.0,1.0,454.0,13214599,13208377,13207005,2023-07-06,,
1.0,390.0,0.0,1.0,401.0,13849746,13216732,13207005,2023-07-06,,
1.0,420.0,0.0,1.0,378.0,13214554,13208376,13207005,2023-07-06,,
1.0,360.0,0.0,1.0,363.0,13335338,13216749,13207005,2023-07-06,,
1.0,480.0,0.0,1.0,498.0,13214552,13208375,13207005,2023-07-06,,
1.0,480.0,1.0,1.0,465.0,13216822,13208372,13216152,2023-07-06,,
1.0,330.0,0.0,1.0,322.0,13415052,13208369,13207005,2023-07-06,,
1.0,450.0,0.0,1.0,436.0,13815838,13216744,13207005,2023-07-06,,
1.0,390.0,0.0,1.0,396.0,13215753,13216738,13207005,2023-07-06,,
1.0,360.0,0.0,1.0,347.0,13218870,13216739,13207005,2023-07-06,,
1.0,330.0,0.0,1.0,313.0,13214536,13208371,13207005,2023-07-06,,
1.0,375.0,0.0,1.0,368.0,13214548,13208374,13207005,2023-07-06,,
,,0.0,1.0,300.0,14911723,13208370,13207005,2023-07-06,,
1.0,300.0,0.0,1.0,320.0,14068366,13208375,13207005,2023-07-06,,
1.0,315.0,0.0,1.0,311.0,13214614,13208368,13207005,2023-07-06,,
1.0,360.0,0.0,1.0,382.0,13221161,13216749,13207005,2023-07-06,,
1.0,300.0,0.0,1.0,349.0,13508531,13208376,13207005,2023-07-06,,
1.0,480.0,0.0,1.0,1928.0,13221166,13208378,13207004,2023-07-07,,
1.0,480.0,0.0,1.0,473.0,13221178,13207018,13221142,2023-07-07,,
1.0,520.0,0.0,1.0,574.0,13214588,13216749,13207004,2023-07-07,,
1.0,480.0,0.0,1.0,503.0,13221157,13208376,13207004,2023-07-07,,
1.0,480.0,0.0,1.0,519.0,13221152,13208378,13221141,2023-07-07,,
,,0.0,1.0,530.0,13221159,13207018,13216152,2023-07-07,,
1.0,480.0,0.0,1.0,494.0,13221153,13216744,13207004,2023-07-07,,
1.0,480.0,0.0,1.0,359.0,13215754,13208377,13207004,2023-07-07,,
1.0,480.0,0.0,1.0,484.0,13221181,13207018,13216152,2023-07-07,,
1.0,510.0,0.0,1.0,494.0,13214529,13208374,13207004,2023-07-07,,
1.0,540.0,0.0,1.0,548.0,13214565,13208368,13207004,2023-07-07,,
1.0,540.0,0.0,1.0,535.0,13221156,13208378,13221141,2023-07-07,,
1.0,480.0,0.0,1.0,534.0,13221169,13207018,13221139,2023-07-07,,
1.0,540.0,0.0,1.0,534.0,13508655,13208378,13221141,2023-07-07,,
1.0,480.0,0.0,1.0,494.0,13221155,13208373,13207004,2023-07-07,,
1.0,480.0,1.0,1.0,475.0,13221174,13207018,13221140,2023-07-07,,
1.0,480.0,0.0,1.0,498.0,13214552,13208375,13207005,2023-07-07,,
1.0,480.0,0.0,1.0,525.0,13214572,13208371,13207004,2023-07-07,,
1.0,480.0,1.0,1.0,445.0,13356267,13208378,13221141,2023-07-07,,
1.0,480.0,0.0,1.0,523.0,13221164,13216742,13207004,2023-07-07,,
1.0,510.0,0.0,1.0,506.0,13216802,13208370,13207004,2023-07-07,,
1.0,480.0,1.0,1.0,481.0,13217167,13216739,13207004,2023-07-07,,
1.0,510.0,0.0,1.0,487.0,13221154,13216738,13207005,2023-07-07,,
1.0,300.0,0.0,1.0,315.0,13214528,13216732,13207004,2023-07-07,,
1.0,510.0,0.0,1.0,520.0,13214612,13216738,13207004,2023-07-07,,
1.0,420.0,0.0,1.0,436.0,13214540,13208372,13207005,2023-07-07,,
1.0,240.0,0.0,1.0,251.0,13542110,13208369,13207005,2023-07-07,,
1.0,480.0,0.0,1.0,465.0,13214599,13208377,13207005,2023-07-07,,
,,0.0,1.0,195.0,13221176,13208370,13207005,2023-07-07,,
1.0,360.0,1.0,1.0,364.0,14068366,13208376,13207005,2023-07-07,,
1.0,390.0,0.0,1.0,418.0,13214614,13208368,13207005,2023-07-07,,
1.0,510.0,0.0,1.0,512.0,13216822,13208372,13216152,2023-07-07,,
1.0,480.0,1.0,1.0,290.0,13951759,13208378,13221141,2023-07-07,,
1.0,200.0,0.0,1.0,263.0,13214537,13208371,13216464,2023-07-07,,
1.0,480.0,0.0,1.0,486.0,13221171,13216742,13216464,2023-07-07,,
1.0,300.0,0.0,1.0,331.0,13214578,13208369,13207005,2023-07-07,,
1.0,390.0,0.0,1.0,393.0,13324715,13208372,13207005,2023-07-07,,
1.0,435.0,0.0,1.0,418.0,13214615,13208373,13207005,2023-07-07,,
1.0,450.0,0.0,1.0,464.0,13214559,13208377,13207005,2023-07-07,,
1.0,480.0,0.0,1.0,420.0,13214535,13208371,13207005,2023-07-07,,
1.0,240.0,0.0,1.0,246.0,13815838,13216744,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,365.0,13221161,13216749,13207005,2023-07-07,,
1.0,480.0,1.0,1.0,506.0,13214556,13208376,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,348.0,13542110,13216732,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,347.0,13218866,13216739,13207005,2023-07-07,,
1.0,300.0,0.0,1.0,289.0,13214601,13208369,13207005,2023-07-07,,
1.0,390.0,0.0,1.0,379.0,13539262,13208372,13207005,2023-07-07,,
1.0,375.0,0.0,1.0,377.0,13221177,13208374,13207005,2023-07-07,,
,,0.0,1.0,300.0,14919218,13208370,13207005,2023-07-07,,
1.0,300.0,0.0,1.0,308.0,13324714,13216738,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,327.0,13214554,13208375,13207005,2023-07-07,,
1.0,315.0,0.0,1.0,311.0,13815384,13208368,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,381.0,13214557,13208376,13207005,2023-07-07,,
1.0,330.0,0.0,1.0,303.0,13214527,13216744,13207005,2023-07-07,,
1.0,360.0,0.0,1.0,371.0,13226975,13216749,13207005,2023-07-07,,
1.0,480.0,,,,13221170,13208378,13221141,2023-07-07,,
1.0,390.0,0.0,1.0,400.0,13214554,13208375,13207005,2023-07-08,,
1.0,435.0,0.0,1.0,441.0,13214543,13208373,13207005,2023-07-08,,
1.0,255.0,0.0,1.0,263.0,13214562,13216738,13207005,2023-07-08,,
1.0,420.0,0.0,1.0,381.0,13214537,13208371,13216464,2023-07-08,,
1.0,420.0,0.0,1.0,423.0,13214546,13208374,13207005,2023-07-08,,
1.0,360.0,0.0,1.0,364.0,13413116,13216739,13207005,2023-07-08,,
1.0,360.0,0.0,1.0,316.0,13415052,13208369,13207005,2023-07-08,,
1.0,480.0,0.0,1.0,452.0,13214599,13208377,13207005,2023-07-08,,
1.0,420.0,0.0,1.0,428.0,13508531,13208376,13207005,2023-07-08,,
1.0,270.0,0.0,1.0,272.0,13542110,13216732,13207005,2023-07-08,,
1.0,420.0,0.0,1.0,421.0,13226975,13216749,13207005,2023-07-08,,
1.0,420.0,1.0,1.0,413.0,13214540,13208372,13207005,2023-07-08,,
1.0,390.0,0.0,1.0,392.0,13214522,13208368,13216464,2023-07-08,,
1.0,390.0,0.0,1.0,386.0,13214527,13216744,13207005,2023-07-08,,
1.0,495.0,0.0,1.0,544.0,14911723,13208370,13207005,2023-07-08,,
1.0,480.0,0.0,1.0,466.0,13218981,13216742,13207005,2023-07-08,,
1.0,420.0,0.0,1.0,425.0,13849747,13208368,13207005,2023-07-08,,
1.0,480.0,0.0,1.0,463.0,13916171,13216742,13207005,2023-07-08,,
1.0,390.0,0.0,1.0,400.0,13539262,13208372,13207005,2023-07-08,,
1.0,510.0,0.0,1.0,497.0,13214538,13208371,13207005,2023-07-08,,
1.0,435.0,0.0,1.0,420.0,13214615,13208373,13207005,2023-07-08,,
1.0,270.0,0.0,1.0,300.0,13214612,13216738,13207004,2023-07-08,,
1.0,390.0,0.0,1.0,381.0,13218832,13216732,13207005,2023-07-08,,
1.0,450.0,0.0,1.0,464.0,13215753,13216738,13207005,2023-07-08,,
1.0,330.0,0.0,1.0,317.0,13895951,13208369,13207005,2023-07-08,,
1.0,390.0,0.0,1.0,414.0,13214550,13208375,13207005,2023-07-08,,
1.0,360.0,0.0,1.0,328.0,13218866,13216739,13207005,2023-07-08,,
1.0,375.0,0.0,1.0,389.0,13221177,13208374,13207005,2023-07-08,,
1.0,330.0,0.0,1.0,323.0,13214561,13208377,13207005,2023-07-08,,
1.0,390.0,0.0,1.0,372.0,13815838,13216744,13207005,2023-07-08,,
1.0,390.0,0.0,1.0,394.0,13214541,13208372,13207005,2023-07-08,,
1.0,360.0,0.0,1.0,452.0,13849818,13208376,13207005,2023-07-08,,
1.0,420.0,0.0,1.0,442.0,13335338,13216749,13207005,2023-07-08,,
1.0,315.0,0.0,1.0,320.0,13815384,13208368,13207005,2023-07-08,,
1.0,450.0,0.0,1.0,427.0,13221154,13216738,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,390.0,13508531,13208375,13207005,2023-07-09,,
1.0,375.0,0.0,1.0,380.0,13989799,13208373,13207005,2023-07-09,,
1.0,420.0,0.0,1.0,439.0,14068366,13208376,13207005,2023-07-09,,
1.0,270.0,0.0,1.0,275.0,13218832,13216732,13207005,2023-07-09,,
1.0,360.0,0.0,1.0,361.0,13413116,13216739,13207005,2023-07-09,,
1.0,360.0,0.0,1.0,350.0,13895951,13208369,13207005,2023-07-09,,
1.0,480.0,0.0,1.0,451.0,13214599,13208377,13207005,2023-07-09,,
1.0,420.0,0.0,1.0,186.0,13214537,13208371,13216464,2023-07-09,,
1.0,420.0,0.0,1.0,418.0,13214540,13208372,13207005,2023-07-09,,
1.0,330.0,0.0,1.0,338.0,13214585,13216744,13207005,2023-07-09,,
1.0,270.0,0.0,1.0,279.0,13214548,13208374,13207005,2023-07-09,,
1.0,330.0,0.0,1.0,316.0,13916171,13216742,13207005,2023-07-09,,
1.0,330.0,0.0,1.0,315.0,13218981,13216742,13207005,2023-07-09,,
1.0,495.0,0.0,1.0,500.0,13462001,13208370,13207005,2023-07-09,,
1.0,435.0,1.0,1.0,411.0,13214527,13208368,13207005,2023-07-09,,
1.0,240.0,0.0,1.0,251.0,13214538,13208371,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,364.0,13221158,13216744,13207005,2023-07-09,,
1.0,435.0,1.0,1.0,420.0,13214591,13208373,13207005,2023-07-09,,
1.0,480.0,0.0,1.0,501.0,13215753,13208377,13207005,2023-07-09,,
1.0,390.0,1.0,1.0,360.0,13214542,13208372,13207005,2023-07-09,,
1.0,480.0,0.0,1.0,453.0,13214536,13208371,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,384.0,13849746,13216732,13207005,2023-07-09,,
1.0,360.0,0.0,1.0,371.0,13221161,13216749,13207005,2023-07-09,,
1.0,480.0,0.0,1.0,489.0,13214556,13208376,13207005,2023-07-09,,
1.0,330.0,0.0,1.0,299.0,13542110,13208369,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,388.0,13324714,13216738,13207005,2023-07-09,,
1.0,255.0,0.0,1.0,240.0,13214551,13208374,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,414.0,13214550,13208375,13207005,2023-07-09,,
1.0,390.0,0.0,1.0,395.0,13214541,13208372,13207005,2023-07-09,,
1.0,300.0,0.0,1.0,288.0,13226587,13216742,13207005,2023-07-09,,
1.0,420.0,0.0,1.0,421.0,13346386,13216749,13207005,2023-07-09,,
1.0,255.0,0.0,1.0,243.0,13217167,13216739,13207004,2023-07-09,,
1.0,450.0,,,,13214614,13208368,13207005,2023-07-09,,
1.0,360.0,,,,13218866,13216739,13207005,2023-07-09,,
1.0,480.0,1.0,1.0,608.0,13221166,13208378,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,488.0,13221162,13208378,13221141,2023-07-10,,
1.0,480.0,0.0,1.0,481.0,13221170,13208378,13221141,2023-07-10,,
1.0,510.0,0.0,1.0,547.0,13214588,13216749,13207004,2023-07-10,,
1.0,480.0,1.0,1.0,436.0,13221178,13207018,13221142,2023-07-10,,
1.0,570.0,0.0,1.0,577.0,13221151,13208378,13221141,2023-07-10,,
1.0,517.0,0.0,1.0,510.0,13221153,13216744,13207004,2023-07-10,,
1.0,540.0,0.0,1.0,536.0,13221156,13208378,13221141,2023-07-10,,
1.0,480.0,0.0,1.0,487.0,13214529,13208374,13207004,2023-07-10,,
1.0,360.0,0.0,1.0,360.0,13215754,13208377,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,480.0,13221181,13216744,13216152,2023-07-10,,
1.0,480.0,0.0,1.0,480.0,13216822,13208372,13216152,2023-07-10,,
1.0,480.0,0.0,1.0,485.0,13214612,13216738,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,486.0,13221169,13207018,13221139,2023-07-10,,
1.0,540.0,0.0,1.0,563.0,13214565,13208368,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,481.0,13214607,13208369,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,419.0,13221155,13208373,13207004,2023-07-10,,
1.0,480.0,1.0,1.0,456.0,13356267,13208378,13221141,2023-07-10,,
1.0,480.0,1.0,1.0,533.0,13221174,13207018,13221140,2023-07-10,,
1.0,240.0,1.0,1.0,447.0,13221157,13208376,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,497.0,13214552,13208375,13207005,2023-07-10,,
1.0,480.0,0.0,1.0,526.0,13221164,13216742,13207004,2023-07-10,,
1.0,600.0,1.0,1.0,581.0,13221159,13207018,13216152,2023-07-10,,
1.0,510.0,1.0,1.0,501.0,13216802,13208370,13207004,2023-07-10,,
1.0,420.0,0.0,1.0,450.0,13214539,13208372,13207005,2023-07-10,,
1.0,480.0,0.0,1.0,252.0,13508655,13208378,13221141,2023-07-10,,
1.0,360.0,0.0,1.0,363.0,13413116,13216739,13207005,2023-07-10,,
1.0,240.0,0.0,1.0,248.0,13542110,13208369,13207005,2023-07-10,,
1.0,300.0,0.0,1.0,323.0,13214528,13216732,13207004,2023-07-10,,
1.0,420.0,0.0,1.0,422.0,13214591,13208373,13207005,2023-07-10,,
1.0,390.0,0.0,1.0,282.0,13214537,13208371,13216464,2023-07-10,,
1.0,300.0,0.0,1.0,426.0,13214562,13216738,13207005,2023-07-10,,
1.0,480.0,1.0,1.0,258.0,13951759,13208378,13221141,2023-07-10,,
1.0,300.0,0.0,1.0,311.0,13324714,13216738,13207005,2023-07-10,,
1.0,390.0,0.0,1.0,396.0,13214542,13208372,13207005,2023-07-10,,
1.0,435.0,0.0,1.0,426.0,13214543,13208373,13207005,2023-07-10,,
1.0,480.0,0.0,1.0,485.0,13221171,13216742,13216464,2023-07-10,,
1.0,450.0,0.0,1.0,597.0,14911723,13208370,13207005,2023-07-10,,
1.0,480.0,1.0,1.0,530.0,13214556,13208376,13207005,2023-07-10,,
1.0,480.0,0.0,1.0,472.0,13217167,13216739,13207004,2023-07-10,,
1.0,480.0,0.0,1.0,520.0,13215753,13216738,13207005,2023-07-10,,
1.0,480.0,0.0,1.0,458.0,13214538,13208371,13207005,2023-07-10,,
1.0,360.0,0.0,1.0,360.0,13226975,13216749,13207005,2023-07-10,,
