scheduled,scheduledMinutes,lateCount,actual,actualMinutes,group0,group1,group2,date,sickCallout,noShow
1.0,495.0,0.0,1.0,599.0,13216822,13208372,13216152,2023-11-06,,
1.0,480.0,0.0,1.0,480.0,13214554,13208376,13207005,2023-11-06,,
1.0,435.0,0.0,1.0,461.0,13214546,13208374,13207005,2023-11-06,,
1.0,315.0,0.0,1.0,306.0,15491935,13208369,13207005,2023-11-06,,
1.0,360.0,0.0,1.0,361.0,13226975,13216749,13207005,2023-11-06,,
1.0,600.0,0.0,1.0,598.0,13221176,13208370,13207005,2023-11-06,,
1.0,360.0,0.0,1.0,353.0,15292692,13216739,13207005,2023-11-06,,
1.0,375.0,0.0,1.0,370.0,13214586,13216744,13207005,2023-11-06,,
1.0,360.0,0.0,1.0,420.0,15793756,13208375,13207005,2023-11-06,,
1.0,300.0,0.0,1.0,315.0,15912859,13216742,13207005,2023-11-06,,
1.0,240.0,0.0,1.0,219.0,15547864,13216732,13207005,2023-11-06,,
1.0,315.0,0.0,1.0,320.0,13214574,13208368,13207005,2023-11-06,,
1.0,360.0,1.0,1.0,339.0,13214575,13208376,13207005,2023-11-06,,
1.0,300.0,0.0,1.0,310.0,15007455,13216749,13207005,2023-11-06,,
1.0,135.0,0.0,1.0,160.0,16021347,13208374,13207005,2023-11-06,,
1.0,720.0,0.0,1.0,741.0,13221166,13208378,13207004,2023-11-07,,
1.0,600.0,0.0,1.0,480.0,13221181,13208373,13221142,2023-11-07,,
1.0,510.0,0.0,1.0,750.0,13214588,13216739,13216152,2023-11-07,,
1.0,660.0,0.0,1.0,515.0,13221178,13208373,13221142,2023-11-07,,
1.0,480.0,0.0,1.0,475.0,15068979,13208378,13221141,2023-11-07,,
1.0,480.0,0.0,1.0,477.0,13221162,13208378,13221141,2023-11-07,,
1.0,600.0,0.0,1.0,641.0,13221156,13208378,13221141,2023-11-07,,
1.0,480.0,0.0,1.0,508.0,13221152,13208378,13221141,2023-11-07,,
1.0,480.0,0.0,1.0,483.0,15490031,13208378,13221141,2023-11-07,,
1.0,600.0,0.0,1.0,577.0,13221151,13208378,13221141,2023-11-07,,
1.0,480.0,0.0,1.0,519.0,13214552,13208375,13207004,2023-11-07,,
1.0,510.0,0.0,1.0,512.0,13221153,13216744,13207004,2023-11-07,,
1.0,480.0,0.0,1.0,446.0,13221171,13216742,13207004,2023-11-07,,
1.0,480.0,0.0,1.0,479.0,13214607,13208369,13207004,2023-11-07,,
,,0.0,1.0,480.0,13221174,13207018,13221140,2023-11-07,,
1.0,480.0,0.0,1.0,508.0,13221169,13207018,13221139,2023-11-07,,
1.0,630.0,1.0,1.0,539.0,13221159,13208373,13216152,2023-11-07,,
1.0,450.0,0.0,1.0,449.0,13214529,13208374,13207004,2023-11-07,,
1.0,420.0,0.0,1.0,452.0,13221155,13208373,13207004,2023-11-07,,
1.0,540.0,1.0,1.0,569.0,13214565,13208368,13207004,2023-11-07,,
1.0,360.0,0.0,1.0,370.0,16042389,13208375,13207005,2023-11-07,,
1.0,480.0,1.0,1.0,530.0,15795389,13216739,13207004,2023-11-07,,
1.0,435.0,0.0,1.0,447.0,13214543,13208373,13207005,2023-11-07,,
1.0,480.0,0.0,1.0,485.0,13214539,13208372,13207005,2023-11-07,,
1.0,330.0,0.0,1.0,336.0,15491935,13208369,13207005,2023-11-07,,
1.0,480.0,0.0,1.0,480.0,13215754,13216738,13207004,2023-11-07,,
1.0,300.0,0.0,1.0,382.0,15597311,13216749,13207005,2023-11-07,,
1.0,420.0,0.0,1.0,482.0,13214554,13208376,13207005,2023-11-07,,
1.0,270.0,1.0,1.0,215.0,15547863,13216732,13207005,2023-11-07,,
1.0,285.0,0.0,1.0,297.0,13218912,13208371,13207005,2023-11-07,,
1.0,360.0,1.0,1.0,372.0,13221164,13208370,13207004,2023-11-07,,
1.0,420.0,0.0,1.0,421.0,13815384,13208368,13207005,2023-11-07,,
1.0,480.0,1.0,1.0,417.0,15031358,13208378,13221141,2023-11-07,,
1.0,510.0,0.0,1.0,509.0,13221154,13216738,13207005,2023-11-07,,
1.0,360.0,0.0,1.0,374.0,15652951,13208373,13207005,2023-11-07,,
1.0,480.0,1.0,1.0,354.0,15574884,13208378,13221141,2023-11-07,,
1.0,330.0,1.0,1.0,321.0,15072066,13208370,13207005,2023-11-07,,
1.0,480.0,0.0,1.0,459.0,15149970,13216732,13207004,2023-11-07,,
1.0,375.0,0.0,1.0,365.0,13214559,13208377,13207005,2023-11-07,,
1.0,435.0,0.0,1.0,421.0,13214591,13208373,13207005,2023-11-07,,
1.0,495.0,1.0,1.0,547.0,13216822,13208372,13216152,2023-11-07,,
1.0,480.0,0.0,1.0,459.0,13217167,13208371,13207004,2023-11-07,,
1.0,345.0,0.0,1.0,380.0,13542110,13208369,13207005,2023-11-07,,
1.0,360.0,0.0,1.0,361.0,13218866,13216739,13207005,2023-11-07,,
1.0,420.0,0.0,1.0,390.0,13214548,13208374,13207005,2023-11-07,,
1.0,375.0,0.0,1.0,370.0,13214586,13216744,13207005,2023-11-07,,
1.0,300.0,0.0,1.0,305.0,15451794,13216742,13207005,2023-11-07,,
1.0,420.0,1.0,1.0,286.0,13221161,13216749,13207005,2023-11-07,,
1.0,330.0,0.0,1.0,378.0,15793756,13208375,13207005,2023-11-07,,
,,0.0,1.0,372.0,13215753,13208376,13207005,2023-11-07,,
1.0,315.0,0.0,1.0,363.0,16042457,13208368,13207005,2023-11-07,,
1.0,315.0,0.0,1.0,355.0,13214614,13208368,13207005,2023-11-07,,
1.0,210.0,0.0,1.0,211.0,15356154,13208370,13207005,2023-11-07,,
1.0,300.0,0.0,1.0,309.0,15970406,13216749,13207005,2023-11-07,,
1.0,300.0,0.0,1.0,302.0,13214557,13208376,13207005,2023-11-07,,
1.0,240.0,0.0,1.0,218.0,13214530,13208374,13207005,2023-11-07,,
,,,,,13214562,13208377,13207005,2023-11-07,1.0,
1.0,480.0,,,,13356267,13208378,13221141,2023-11-07,,
1.0,360.0,,,,13214575,13208376,13207005,2023-11-07,,
1.0,720.0,0.0,1.0,737.0,13221166,13208378,13207004,2023-11-08,,
1.0,660.0,0.0,1.0,481.0,13221181,13208374,13221142,2023-11-08,,
1.0,660.0,1.0,1.0,489.0,13221178,13208374,13221142,2023-11-08,,
1.0,660.0,1.0,1.0,712.0,13221159,13208374,13216152,2023-11-08,,
1.0,480.0,0.0,1.0,516.0,13221162,13208378,13221141,2023-11-08,,
1.0,480.0,0.0,1.0,490.0,15490031,13208378,13221141,2023-11-08,,
1.0,480.0,0.0,1.0,502.0,13221156,13208378,13221141,2023-11-08,,
1.0,480.0,0.0,1.0,491.0,13221152,13208378,13221141,2023-11-08,,
1.0,480.0,0.0,1.0,483.0,15068979,13208378,13221141,2023-11-08,,
1.0,510.0,0.0,1.0,520.0,13214588,13216749,13216152,2023-11-08,,
1.0,600.0,0.0,1.0,611.0,13221151,13208378,13221141,2023-11-08,,
1.0,520.0,0.0,1.0,526.0,13221153,13216744,13207004,2023-11-08,,
1.0,480.0,0.0,1.0,483.0,13214607,13208369,13207004,2023-11-08,,
1.0,480.0,0.0,1.0,510.0,13221169,13207018,13221139,2023-11-08,,
1.0,480.0,0.0,1.0,483.0,13356267,13208378,13221141,2023-11-08,,
1.0,330.0,0.0,1.0,360.0,16039356,13208369,13207005,2023-11-08,,
,,0.0,1.0,480.0,13221174,13207018,13221140,2023-11-08,,
1.0,480.0,0.0,1.0,518.0,13221171,13216742,13207004,2023-11-08,,
1.0,600.0,0.0,1.0,649.0,13214529,13208374,13207004,2023-11-08,,
1.0,480.0,0.0,1.0,480.0,15149970,13216732,13207004,2023-11-08,,
1.0,290.0,0.0,1.0,290.0,16042389,13208375,13207005,2023-11-08,,
1.0,480.0,1.0,1.0,486.0,13214552,13208375,13207004,2023-11-08,,
1.0,540.0,1.0,1.0,574.0,13214565,13208368,13207004,2023-11-08,,
1.0,480.0,1.0,1.0,473.0,15795389,13216739,13207004,2023-11-08,,
1.0,480.0,0.0,1.0,477.0,13217167,13208371,13207004,2023-11-08,,
1.0,480.0,0.0,1.0,492.0,13214539,13208372,13207005,2023-11-08,,
1.0,480.0,0.0,1.0,493.0,15574884,13208378,13221141,2023-11-08,,
1.0,585.0,0.0,1.0,602.0,13542110,13208369,13207005,2023-11-08,,
1.0,420.0,0.0,1.0,427.0,15597311,13216749,13207005,2023-11-08,,
1.0,435.0,1.0,1.0,426.0,13214591,13208373,13207005,2023-11-08,,
1.0,420.0,0.0,1.0,479.0,13214554,13208376,13207005,2023-11-08,,
1.0,480.0,0.0,1.0,480.0,13215754,13208377,13207004,2023-11-08,,
1.0,450.0,0.0,1.0,456.0,13214522,13208368,13216464,2023-11-08,,
1.0,330.0,0.0,1.0,335.0,13221164,13208370,13207004,2023-11-08,,
1.0,510.0,0.0,1.0,511.0,13221154,13216738,13207005,2023-11-08,,
1.0,360.0,1.0,1.0,356.0,13214548,13208374,13207005,2023-11-08,,
1.0,420.0,0.0,1.0,427.0,15827554,13208373,13207005,2023-11-08,,
1.0,360.0,0.0,1.0,383.0,13214614,13208368,13207005,2023-11-08,,
1.0,495.0,0.0,1.0,508.0,13216822,13208372,13216152,2023-11-08,,
1.0,240.0,0.0,1.0,233.0,15969743,13208375,13207005,2023-11-08,,
1.0,390.0,1.0,1.0,378.0,15072066,13208370,13207005,2023-11-08,,
1.0,450.0,0.0,1.0,452.0,16076641,13208372,13207005,2023-11-08,,
1.0,360.0,0.0,1.0,377.0,13221176,13208370,13207005,2023-11-08,,
1.0,375.0,0.0,1.0,355.0,13218870,13216739,13207005,2023-11-08,,
1.0,360.0,0.0,1.0,362.0,15616291,13208371,13207005,2023-11-08,,
1.0,375.0,0.0,1.0,369.0,13214586,13216744,13207005,2023-11-08,,
1.0,255.0,0.0,1.0,261.0,15517997,13208373,13207005,2023-11-08,,
1.0,420.0,0.0,1.0,432.0,13226975,13216749,13207005,2023-11-08,,
1.0,360.0,0.0,1.0,362.0,13214558,13208376,13207005,2023-11-08,,
1.0,300.0,0.0,1.0,316.0,15912859,13216742,13207005,2023-11-08,,
1.0,240.0,0.0,1.0,224.0,15547863,13216732,13207005,2023-11-08,,
1.0,330.0,0.0,1.0,386.0,15793756,13208375,13207005,2023-11-08,,
1.0,345.0,1.0,1.0,340.0,13214551,13208374,13207005,2023-11-08,,
1.0,360.0,0.0,1.0,367.0,15970406,13208376,13207005,2023-11-08,,
1.0,315.0,0.0,1.0,346.0,13214574,13208368,13207005,2023-11-08,,
,,,,,13214599,13208377,13207005,2023-11-08,1.0,
1.0,720.0,1.0,1.0,721.0,13221166,13208378,13207004,2023-11-09,,
1.0,600.0,0.0,1.0,720.0,13221156,13208378,13221141,2023-11-09,,
1.0,480.0,0.0,1.0,490.0,15490031,13208378,13221141,2023-11-09,,
1.0,480.0,0.0,1.0,482.0,13221162,13208378,13221141,2023-11-09,,
1.0,480.0,0.0,1.0,483.0,13221152,13208378,13221141,2023-11-09,,
1.0,480.0,0.0,1.0,478.0,15068979,13208378,13221141,2023-11-09,,
1.0,600.0,0.0,1.0,655.0,13221151,13208378,13221141,2023-11-09,,
1.0,660.0,1.0,1.0,480.0,13221178,13208375,13221142,2023-11-09,,
1.0,570.0,0.0,1.0,477.0,13221159,13208375,13216152,2023-11-09,,
1.0,510.0,0.0,1.0,502.0,13214588,13216732,13216152,2023-11-09,,
1.0,510.0,0.0,1.0,523.0,13221153,13216744,13207004,2023-11-09,,
1.0,480.0,0.0,1.0,557.0,13221169,13207018,13221139,2023-11-09,,
,,0.0,1.0,420.0,13221174,13207018,13221140,2023-11-09,,
1.0,480.0,0.0,1.0,488.0,13214607,13208369,13207004,2023-11-09,,
1.0,540.0,0.0,1.0,540.0,13214565,13208368,13207004,2023-11-09,,
1.0,480.0,0.0,1.0,471.0,15149970,13216732,13207004,2023-11-09,,
1.0,480.0,0.0,1.0,1440.0,15795389,13216739,13207004,2023-11-09,,
1.0,480.0,0.0,1.0,488.0,13221155,13208373,13207004,2023-11-09,,
1.0,330.0,0.0,1.0,456.0,15684597,13208375,13207005,2023-11-09,,
1.0,660.0,1.0,1.0,435.0,13221181,13216732,13221142,2023-11-09,,
1.0,480.0,0.0,1.0,493.0,15574884,13208378,13221141,2023-11-09,,
1.0,420.0,0.0,1.0,539.0,13214554,13208376,13207005,2023-11-09,,
1.0,480.0,0.0,1.0,368.0,13214540,13208372,13207005,2023-11-09,,
1.0,480.0,0.0,1.0,469.0,13214539,13208372,13207005,2023-11-09,,
1.0,420.0,0.0,1.0,438.0,15597311,13216749,13207005,2023-11-09,,
1.0,480.0,0.0,1.0,480.0,13215754,13216738,13207004,2023-11-09,,
1.0,420.0,1.0,1.0,419.0,13214591,13208373,13207005,2023-11-09,,
1.0,390.0,0.0,1.0,401.0,13221176,13208370,13207005,2023-11-09,,
1.0,420.0,0.0,1.0,426.0,13815384,13208368,13207005,2023-11-09,,
1.0,345.0,1.0,1.0,286.0,13218912,13208371,13207005,2023-11-09,,
1.0,180.0,0.0,1.0,222.0,15912859,13216742,13207005,2023-11-09,,
1.0,390.0,0.0,1.0,388.0,13221164,13208370,13207004,2023-11-09,,
1.0,510.0,0.0,1.0,506.0,13221154,13216738,13207005,2023-11-09,,
1.0,480.0,1.0,1.0,471.0,13214548,13208374,13207005,2023-11-09,,
1.0,510.0,0.0,1.0,500.0,13214562,13208377,13207005,2023-11-09,,
1.0,480.0,0.0,1.0,502.0,13221171,13216742,13207004,2023-11-09,,
1.0,435.0,0.0,1.0,490.0,15827554,13208373,13207005,2023-11-09,,
1.0,465.0,0.0,1.0,500.0,13216822,13208372,13216152,2023-11-09,,
1.0,480.0,0.0,1.0,471.0,13217167,13208371,13207004,2023-11-09,,
1.0,480.0,0.0,1.0,501.0,13214552,13208375,13207004,2023-11-09,,
1.0,450.0,0.0,1.0,460.0,16076641,13208372,13207005,2023-11-09,,
1.0,360.0,0.0,1.0,344.0,13218870,13216739,13207005,2023-11-09,,
1.0,300.0,0.0,1.0,311.0,15072066,13208370,13207005,2023-11-09,,
1.0,240.0,0.0,1.0,213.0,15730763,13216732,13207005,2023-11-09,,
1.0,315.0,0.0,1.0,310.0,13849747,13208368,13207005,2023-11-09,,
1.0,315.0,0.0,1.0,331.0,15939094,13216744,13207005,2023-11-09,,
1.0,180.0,0.0,1.0,210.0,13542110,13208369,13207005,2023-11-09,,
1.0,315.0,0.0,1.0,322.0,16021347,13208374,13207005,2023-11-09,,
1.0,360.0,0.0,1.0,370.0,13215753,13216749,13207005,2023-11-09,,
1.0,360.0,1.0,1.0,366.0,13214575,13208376,13207005,2023-11-09,,
1.0,300.0,0.0,1.0,373.0,15007455,13216749,13207005,2023-11-09,,
1.0,300.0,0.0,1.0,307.0,13214557,13208376,13207005,2023-11-09,,
1.0,240.0,1.0,1.0,247.0,15969743,13208375,13207005,2023-11-09,,
1.0,660.0,,,,13221178,13208376,13221142,2023-11-09,,
1.0,480.0,,,,13356267,13208378,13221141,2023-11-09,,
1.0,480.0,,,,15031358,13208378,13221141,2023-11-09,,
1.0,480.0,0.0,1.0,480.0,13221171,13216742,13207004,2023-11-10,,
1.0,420.0,0.0,1.0,438.0,15684597,13208375,13207005,2023-11-10,,
1.0,480.0,1.0,1.0,480.0,13217167,13208371,13207004,2023-11-10,,
1.0,435.0,0.0,1.0,446.0,13214543,13208373,13207005,2023-11-10,,
1.0,300.0,0.0,1.0,312.0,16039356,13208369,13207005,2023-11-10,,
1.0,390.0,0.0,1.0,392.0,15547864,13216732,13207005,2023-11-10,,
1.0,330.0,0.0,1.0,388.0,13218866,13216739,13207005,2023-11-10,,
1.0,480.0,0.0,1.0,480.0,13226975,13216749,13207005,2023-11-10,,
1.0,300.0,0.0,1.0,369.0,13214558,13208376,13207005,2023-11-10,,
,,0.0,1.0,480.0,13221174,13207018,13221140,2023-11-10,,
1.0,510.0,0.0,1.0,540.0,13215754,13208377,13207004,2023-11-10,,
1.0,480.0,1.0,1.0,439.0,13214540,13208372,13207005,2023-11-10,,
1.0,390.0,0.0,1.0,410.0,13214546,13208374,13207005,2023-11-10,,
1.0,360.0,0.0,1.0,407.0,15462191,13216744,13207005,2023-11-10,,
1.0,450.0,0.0,1.0,464.0,13214522,13208368,13216464,2023-11-10,,
1.0,630.0,0.0,1.0,603.0,15912859,13216742,13207005,2023-11-10,,
1.0,390.0,0.0,1.0,390.0,13815384,13208368,13207005,2023-11-10,,
1.0,480.0,0.0,1.0,483.0,15072066,13208370,13207005,2023-11-10,,
1.0,390.0,0.0,1.0,439.0,13542110,13208369,13207005,2023-11-10,,
1.0,435.0,0.0,1.0,437.0,15652951,13208373,13207005,2023-11-10,,
1.0,495.0,1.0,1.0,502.0,13216822,13208372,13216152,2023-11-10,,
1.0,450.0,0.0,1.0,444.0,16076641,13208372,13207005,2023-11-10,,
1.0,330.0,0.0,1.0,345.0,13218870,13216739,13207005,2023-11-10,,
1.0,360.0,0.0,1.0,367.0,16086530,13208371,13216464,2023-11-10,,
1.0,375.0,0.0,1.0,386.0,15938964,13216744,13207005,2023-11-10,,
1.0,360.0,0.0,1.0,377.0,15970365,13208375,13207005,2023-11-10,,
1.0,510.0,1.0,1.0,20.0,13221154,13216738,13207005,2023-11-10,,
1.0,420.0,0.0,1.0,481.0,15007455,13216749,13207005,2023-11-10,,
1.0,420.0,0.0,1.0,421.0,13214554,13208376,13207005,2023-11-10,,
1.0,225.0,0.0,1.0,220.0,15730763,13216732,13207005,2023-11-10,,
1.0,300.0,0.0,1.0,319.0,15969743,13208375,13207005,2023-11-10,,
1.0,315.0,0.0,1.0,324.0,16021347,13208374,13207005,2023-11-10,,
1.0,360.0,0.0,1.0,363.0,15970406,13208376,13207005,2023-11-10,,
1.0,315.0,0.0,1.0,326.0,13214574,13208368,13207005,2023-11-10,,
1.0,240.0,0.0,1.0,241.0,15718539,13208371,13207005,2023-11-10,,
1.0,255.0,0.0,1.0,277.0,16042457,13208368,13207005,2023-11-10,,
1.0,315.0,,,,15491935,13208369,13207005,2023-11-10,,
1.0,480.0,,,,13221169,13207018,13221139,2023-11-10,,
1.0,390.0,0.0,1.0,406.0,15793756,13208375,13207005,2023-11-11,,
1.0,195.0,0.0,1.0,205.0,13214543,13208373,13207005,2023-11-11,,
1.0,330.0,0.0,1.0,340.0,13218870,13216739,13207005,2023-11-11,,
1.0,585.0,0.0,1.0,587.0,13542110,13208369,13207005,2023-11-11,,
1.0,330.0,0.0,1.0,295.0,13214601,13208369,13207005,2023-11-11,,
1.0,420.0,0.0,1.0,423.0,13226975,13216749,13207005,2023-11-11,,
1.0,360.0,0.0,1.0,362.0,13221161,13208376,13207005,2023-11-11,,
1.0,300.0,0.0,1.0,300.0,15547863,13216732,13207005,2023-11-11,,
1.0,510.0,0.0,1.0,490.0,13215754,13216738,13207004,2023-11-11,,
1.0,480.0,0.0,1.0,443.0,13214540,13208372,13207005,2023-11-11,,
1.0,390.0,0.0,1.0,401.0,13214546,13208374,13207005,2023-11-11,,
1.0,360.0,1.0,1.0,345.0,13217167,13208371,13207005,2023-11-11,,
1.0,390.0,0.0,1.0,394.0,15939094,13216744,13207005,2023-11-11,,
1.0,390.0,0.0,1.0,34.0,13214614,13208368,13207005,2023-11-11,,
1.0,510.0,0.0,1.0,510.0,13214599,13208377,13207005,2023-11-11,,
1.0,480.0,0.0,1.0,445.0,13218981,13216742,13207005,2023-11-11,,
1.0,450.0,0.0,1.0,451.0,13221164,13208370,13207004,2023-11-11,,
1.0,420.0,1.0,1.0,418.0,16042457,13208368,13207005,2023-11-11,,
1.0,225.0,0.0,1.0,246.0,13221155,13208373,13207004,2023-11-11,,
1.0,495.0,1.0,1.0,504.0,13216822,13208372,13216152,2023-11-11,,
1.0,375.0,0.0,1.0,368.0,13214591,13208373,13207005,2023-11-11,,
1.0,315.0,0.0,1.0,303.0,15730763,13216732,13207005,2023-11-11,,
1.0,315.0,0.0,1.0,305.0,16039356,13208369,13207005,2023-11-11,,
1.0,360.0,0.0,1.0,342.0,13218866,13216739,13207005,2023-11-11,,
1.0,390.0,0.0,1.0,414.0,13214550,13208375,13207005,2023-11-11,,
1.0,360.0,0.0,1.0,363.0,16086530,13208371,13216464,2023-11-11,,
1.0,360.0,0.0,1.0,358.0,15616291,13208371,13207005,2023-11-11,,
1.0,420.0,0.0,1.0,436.0,13215753,13216749,13207005,2023-11-11,,
1.0,420.0,0.0,1.0,421.0,13214557,13208376,13207005,2023-11-11,,
1.0,375.0,1.0,1.0,357.0,15462191,13216744,13207005,2023-11-11,,
1.0,315.0,0.0,1.0,325.0,13849747,13208368,13207005,2023-11-11,,
1.0,315.0,0.0,1.0,305.0,13214530,13208374,13207005,2023-11-11,,
,,,,,16076641,13208372,13207005,2023-11-11,1.0,
1.0,390.0,0.0,1.0,420.0,15684597,13208375,13207005,2023-11-12,,
1.0,435.0,0.0,1.0,439.0,15827554,13208373,13207005,2023-11-12,,
1.0,330.0,0.0,1.0,340.0,13218870,13216739,13207005,2023-11-12,,
1.0,330.0,0.0,1.0,330.0,16039356,13208369,13207005,2023-11-12,,
1.0,360.0,0.0,1.0,373.0,13221161,13216749,13207005,2023-11-12,,
1.0,360.0,0.0,1.0,453.0,13214575,13208376,13207005,2023-11-12,,
1.0,480.0,1.0,1.0,433.0,13214540,13208372,13207005,2023-11-12,,
1.0,345.0,0.0,1.0,417.0,15616291,13208371,13207004,2023-11-12,,
1.0,390.0,0.0,1.0,397.0,15321891,13216744,13207005,2023-11-12,,
1.0,330.0,0.0,1.0,334.0,13218981,13216742,13207005,2023-11-12,,
2.0,615.0,1.0,1.0,573.0,15149970,13216732,13207005,2023-11-12,,
1.0,270.0,0.0,1.0,274.0,16021347,13208374,13207005,2023-11-12,,
1.0,450.0,0.0,1.0,458.0,13214614,13208368,13207005,2023-11-12,,
1.0,510.0,0.0,1.0,508.0,13221154,13216738,13207005,2023-11-12,,
1.0,510.0,0.0,1.0,500.0,13214559,13208377,13207005,2023-11-12,,
1.0,480.0,0.0,1.0,487.0,15072066,13208370,13207005,2023-11-12,,
1.0,390.0,0.0,1.0,375.0,14956086,13216744,13207005,2023-11-12,,
1.0,435.0,0.0,1.0,322.0,15517997,13208373,13207005,2023-11-12,,
1.0,375.0,0.0,1.0,384.0,13214525,13208368,13207005,2023-11-12,,
1.0,510.0,0.0,1.0,482.0,13214542,13208372,13207005,2023-11-12,,
,,0.0,1.0,300.0,13221174,13207018,13221140,2023-11-12,,
1.0,315.0,0.0,1.0,339.0,13542110,13208369,13207005,2023-11-12,,
1.0,255.0,0.0,1.0,245.0,13214548,13208374,13207005,2023-11-12,,
1.0,390.0,0.0,1.0,414.0,13214550,13208375,13207005,2023-11-12,,
1.0,360.0,0.0,1.0,346.0,16086530,13208371,13216464,2023-11-12,,
1.0,360.0,0.0,1.0,343.0,13218866,13216739,13207005,2023-11-12,,
1.0,360.0,0.0,1.0,334.0,13218912,13208371,13207005,2023-11-12,,
1.0,300.0,0.0,1.0,306.0,13916171,13216742,13207005,2023-11-12,,
1.0,420.0,0.0,1.0,431.0,15970406,13208376,13207005,2023-11-12,,
1.0,420.0,0.0,1.0,448.0,15007455,13216749,13207005,2023-11-12,,
1.0,135.0,0.0,1.0,142.0,13214591,13208373,13207005,2023-11-12,,
,,,,,15547864,13216732,13207005,2023-11-12,1.0,
1.0,510.0,0.0,1.0,740.0,13214588,13216739,13216152,2023-11-13,,
1.0,660.0,1.0,1.0,454.0,13221178,13208368,13221142,2023-11-13,,
1.0,720.0,1.0,1.0,671.0,13221166,13208378,13207004,2023-11-13,,
1.0,480.0,0.0,1.0,497.0,13221162,13208378,13221141,2023-11-13,,
1.0,480.0,0.0,1.0,497.0,13221152,13208378,13221141,2023-11-13,,
1.0,570.0,0.0,1.0,555.0,13221159,13208368,13216152,2023-11-13,,
1.0,600.0,0.0,1.0,631.0,13221151,13208378,13221141,2023-11-13,,
1.0,480.0,0.0,1.0,461.0,13221171,13216742,13207004,2023-11-13,,
1.0,540.0,0.0,1.0,617.0,13214565,13208368,13207004,2023-11-13,,
1.0,480.0,0.0,1.0,479.0,13214607,13208369,13207004,2023-11-13,,
1.0,480.0,1.0,1.0,427.0,15068979,13208378,13221141,2023-11-13,,
1.0,480.0,0.0,1.0,482.0,13214529,13208374,13207004,2023-11-13,,
1.0,510.0,0.0,1.0,527.0,13221153,13216744,13207004,2023-11-13,,
1.0,480.0,0.0,1.0,567.0,13221155,13208373,13207004,2023-11-13,,
1.0,420.0,1.0,1.0,413.0,15149970,13216732,13207004,2023-11-13,,
1.0,660.0,1.0,1.0,478.0,13221181,13216744,13221142,2023-11-13,,
1.0,480.0,1.0,1.0,459.0,13221169,13207018,13221139,2023-11-13,,
1.0,330.0,0.0,1.0,409.0,15684597,13208375,13207005,2023-11-13,,
1.0,480.0,0.0,1.0,475.0,13214539,13208372,13207005,2023-11-13,,
1.0,420.0,0.0,1.0,428.0,13221164,13208370,13207004,2023-11-13,,
1.0,480.0,0.0,1.0,487.0,13214543,13208373,13207005,2023-11-13,,
1.0,480.0,0.0,1.0,481.0,13226975,13216749,13207005,2023-11-13,,
1.0,420.0,0.0,1.0,416.0,15597311,13208376,13207005,2023-11-13,,
1.0,480.0,0.0,1.0,476.0,15574884,13208378,13221141,2023-11-13,,
1.0,480.0,1.0,1.0,458.0,15031358,13208378,13221141,2023-11-13,,
1.0,450.0,0.0,1.0,449.0,13214522,13208368,13216464,2023-11-13,,
1.0,480.0,1.0,1.0,520.0,13215754,13216738,13207004,2023-11-13,,
1.0,360.0,0.0,1.0,519.0,16086530,13208371,13216464,2023-11-13,,
1.0,510.0,1.0,1.0,478.0,13216822,13208372,13216152,2023-11-13,,
1.0,540.0,0.0,1.0,549.0,15072066,13208370,13207005,2023-11-13,,
1.0,330.0,0.0,1.0,335.0,16039356,13208369,13207005,2023-11-13,,
1.0,510.0,0.0,1.0,474.0,13214542,13208372,13207005,2023-11-13,,
1.0,435.0,0.0,1.0,424.0,13214591,13208373,13207005,2023-11-13,,
1.0,480.0,0.0,1.0,495.0,13214552,13208375,13207004,2023-11-13,,
1.0,360.0,0.0,1.0,375.0,13815384,13208368,13207005,2023-11-13,,
1.0,315.0,0.0,1.0,309.0,15491935,13208369,13207005,2023-11-13,,
1.0,435.0,0.0,1.0,430.0,13214546,13208374,13207005,2023-11-13,,
1.0,360.0,0.0,1.0,356.0,13221161,13216749,13207005,2023-11-13,,
1.0,360.0,0.0,1.0,353.0,15292692,13216739,13207005,2023-11-13,,
1.0,375.0,0.0,1.0,367.0,13214586,13216744,13207005,2023-11-13,,
1.0,255.0,0.0,1.0,248.0,15547864,13216732,13207005,2023-11-13,,
1.0,360.0,0.0,1.0,391.0,13214575,13208376,13207005,2023-11-13,,
1.0,300.0,0.0,1.0,306.0,15912859,13216742,13207005,2023-11-13,,
1.0,315.0,0.0,1.0,331.0,16042457,13208368,13207005,2023-11-13,,
1.0,240.0,0.0,1.0,255.0,16042389,13208375,13207005,2023-11-13,,
1.0,300.0,0.0,1.0,348.0,15007455,13216749,13207005,2023-11-13,,
1.0,300.0,0.0,1.0,303.0,13214557,13208376,13207005,2023-11-13,,
,,,,,15490031,13208378,13221141,2023-11-13,1.0,
,,,,,13356267,13208378,13221141,2023-11-13,1.0,
,,,,,13214562,13216738,13207005,2023-11-13,1.0,
,,,,,13214559,13208377,13207005,2023-11-13,1.0,
1.0,720.0,,,,13217167,13208371,13207004,2023-11-13,,
1.0,420.0,,,,16127163,13216739,13207004,2023-11-13,,
1.0,720.0,0.0,1.0,750.0,13221166,13208378,13207004,2023-11-14,,
1.0,480.0,0.0,1.0,511.0,13221162,13208378,13221141,2023-11-14,,
1.0,480.0,0.0,1.0,501.0,13221152,13208378,13221141,2023-11-14,,
