id,key,name,custom,orderable,navigable,searchable,clauseNames,type,type_id,schema_type,schema_custom,schema_customId,schema_system,schema_configuration
customfield_10165,customfield_10165,Start Date,True,True,True,True,"cf[10165], Start Date, Start Date[Date]",PROJECT,10038,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,10165.0,,
customfield_10045,customfield_10045,Affected hardware,True,True,True,True,"Affected hardware, Affected hardware[Short text], cf[10045]",,,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,10045.0,,
customfield_10166,customfield_10166,Due Date,True,True,True,True,"cf[10166], Due Date, Due Date[Date]",PROJECT,10038,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,10166.0,,
customfield_10167,customfield_10167,Original Estimate,True,True,True,True,"cf[10167], Original Estimate, Original Estimate[Time stamp]",PROJECT,10038,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10167.0,,
customfield_10046,customfield_10046,Planned start,True,True,True,True,"cf[10046], Planned start, Planned start[Time stamp]",,,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10046.0,,
customfield_10047,customfield_10047,Planned end,True,True,True,True,"cf[10047], Planned end, Planned end[Time stamp]",,,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10047.0,,
customfield_10168,customfield_10168,Time Tracking,True,True,True,True,"cf[10168], Time Tracking, Time Tracking[Time stamp]",PROJECT,10038,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10168.0,,
customfield_10048,customfield_10048,Implementation plan,True,True,True,True,"cf[10048], Implementation plan, Implementation plan[Paragraph]",,,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,10048.0,,
customfield_10169,customfield_10169,Start Date,True,True,True,True,"cf[10169], Start Date, Start Date[Date]",PROJECT,10038,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,10169.0,,
customfield_10159,customfield_10159,Start Date,True,True,True,True,"cf[10159], Start Date, Start Date[Date]",PROJECT,10038,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,10159.0,,
customfield_10038,customfield_10038,Urgency,True,True,True,True,"cf[10038], Urgency, Urgency[Dropdown]",,,option,com.atlassian.jira.plugin.system.customfieldtypes:select,10038.0,,
customfield_10039,customfield_10039,Affected services,True,True,True,True,"Affected services, cf[10039]",,,array,com.atlassian.jira.plugins.service-entity:service-entity-field-cftype,10039.0,,
progress,progress,Progress,False,False,True,False,progress,,,progress,,0.0,progress,
votes,votes,Votes,False,False,True,False,votes,,,votes,,0.0,votes,
worklog,worklog,Log Work,False,True,False,True,,,,array,,0.0,worklog,
issuetype,issuetype,Issue Type,False,True,True,True,"issuetype, type",,,issuetype,,0.0,issuetype,
customfield_10151,customfield_10151,Actual Hours,True,True,True,True,"Actual Hours, Actual Hours[Number], cf[10151]",PROJECT,10019,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10151.0,,
customfield_10030,customfield_10030,Total forms,True,True,True,True,"cf[10030], Total forms",,,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-total-field-cftype,10030.0,,
customfield_10152,customfield_10152,Estimated Hours,True,True,True,True,"cf[10152], Estimated Hours, Estimated Hours[Number]",PROJECT,10019,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10152.0,,
customfield_10031,customfield_10031,Work category,True,True,True,True,"cf[10031], Work category",,,string,com.atlassian.jira.plugins.work-category-field:work-category-field-cftype,10031.0,,
project,project,Project,False,False,True,True,project,,,project,,0.0,project,
customfield_10032,customfield_10032,Approvals,True,True,True,True,"Approvals, Approvals[Approvals], cf[10032]",,,sd-approvals,com.atlassian.servicedesk.approvals-plugin:sd-approvals,10032.0,,
customfield_10153,com.atlassian.atlas.jira__project-key,Project overview key,True,True,True,True,"cf[10153], Project overview key",,,string,read-only-string-issue-field,10153.0,,
customfield_10154,com.atlassian.atlas.jira__project-status,Project overview status,True,True,True,True,"cf[10154], Project overview status",,,string,read-only-string-issue-field,10154.0,,
customfield_10033,customfield_10033,Request participants,True,True,True,True,"cf[10033], Request participants",,,array,com.atlassian.servicedesk:sd-request-participants,10033.0,,
customfield_10155,customfield_10155,Original estimate,True,True,True,True,"cf[10155], Original estimate, Original estimate[Time stamp]",PROJECT,10038,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10155.0,,
customfield_10034,customfield_10034,Satisfaction,True,True,True,True,"cf[10034], Satisfaction",,,sd-feedback,com.atlassian.servicedesk:sd-request-feedback,10034.0,,
customfield_10035,customfield_10035,Satisfaction date,True,True,True,True,"cf[10035], Satisfaction date",,,datetime,com.atlassian.servicedesk:sd-request-feedback-date,10035.0,,
customfield_10156,customfield_10156,Time Tracking,True,True,True,True,"cf[10156], Time Tracking, Time Tracking[Time stamp]",PROJECT,10038,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10156.0,,
customfield_10036,customfield_10036,Story Points,True,True,True,True,"cf[10036], Story Points, Story Points[Number]",,,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10036.0,,
customfield_10157,customfield_10157,Time Tracking,True,True,True,True,"cf[10157], Time Tracking, Time Tracking[Time stamp]",PROJECT,10038,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,10157.0,,
customfield_10037,customfield_10037,Request language,True,True,True,True,"cf[10037], Request language",,,sd-request-lang,com.atlassian.servicedesk.servicedesk-lingo-integration-plugin:sd-request-language,10037.0,,
customfield_10158,customfield_10158,Urgency,True,True,True,True,"cf[10158], Urgency, Urgency[Dropdown]",PROJECT,10038,option,com.atlassian.jira.plugin.system.customfieldtypes:select,10158.0,,
customfield_10148,customfield_10148,Estimated Hours,True,True,True,True,"cf[10148], Estimated Hours, Estimated Hours[Number]",PROJECT,10023,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10148.0,,
customfield_10027,customfield_10027,Locked forms,True,True,True,True,"cf[10027], Locked forms",,,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-locked-field-cftype,10027.0,,
customfield_10028,customfield_10028,Open forms,True,True,True,True,"cf[10028], Open forms",,,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-open-field-cftype,10028.0,,
customfield_10029,customfield_10029,Submitted forms,True,True,True,True,"cf[10029], Submitted forms",,,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-submitted-field-cftype,10029.0,,
resolutiondate,resolutiondate,Resolved,False,False,True,True,"resolutiondate, resolved",,,datetime,,0.0,resolutiondate,
watches,watches,Watchers,False,False,True,False,watchers,,,watches,,0.0,watches,
customfield_10140,customfield_10140,Vulnerability,True,True,True,True,"cf[10140], Vulnerability",,,any,com.atlassian.jira.plugins.jira-development-integration-plugin:vulnerabilitycf,10140.0,,
customfield_10141,customfield_10141,Actual Hours,True,True,True,True,"Actual Hours, Actual Hours[Number], cf[10141]",PROJECT,10023,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10141.0,,
customfield_10020,customfield_10020,Sprint,True,True,True,True,"cf[10020], Sprint",,,array,com.pyxis.greenhopper.jira:gh-sprint,10020.0,,
customfield_10142,customfield_10142,Estimated Hours,True,True,True,True,"cf[10142], Estimated Hours, Estimated Hours[Number]",PROJECT,10023,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10142.0,,
customfield_10021,customfield_10021,Flagged,True,True,True,True,"cf[10021], Flagged, Flagged[Checkboxes]",,,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,10021.0,,
customfield_10143,customfield_10143,Actual Hours,True,True,True,True,"Actual Hours, Actual Hours[Number], cf[10143]",PROJECT,10023,number,com.atlassian.jira.plugin.system.customfieldtypes:float,10143.0,,
